gene_symbol	ensembl_gene_id	transcript_id	mane_select	canonical	pLI	loeuf	missense_z	lof_oe	lof_observed	lof_expected	gene_flags	constraint_flags	exome_prop_bp_an90	exome_prop_segdup	exome_prop_lcr
MERTK	ENSG00000153208	ENST00000295408	true	true	2.8797e-16	8.4940e-01	1.5014e+00	6.9519e-01	69	9.9254e+01			9.9967e-01	0.0000e+00	0.0000e+00
MESD	ENSG00000117899	ENST00000261758	true	true	5.3800e-02	1.0184e+00	-1.1226e+00	5.4222e-01	7	1.2910e+01			1.0000e+00	0.0000e+00	0.0000e+00
MESP1	ENSG00000166823	ENST00000300057	true	true	2.4976e-10	2.0717e+00	-1.5143e+00	1.4508e+00	22	1.5164e+01			3.9677e-01	0.0000e+00	0.0000e+00
MESP2	ENSG00000188095	ENST00000341735	true	true	3.9667e-11	1.1976e+00	-1.8394e+00	8.9955e-01	34	3.7797e+01			9.0428e-01	0.0000e+00	8.1444e-02
MEST	ENSG00000106484	ENST00000223215	true	true	9.3555e-01	5.2410e-01	2.9631e+00	3.5344e-01	18	5.0928e+01			9.7413e-01	1.1443e-01	0.0000e+00
MET	ENSG00000105976	ENST00000397752	true	true	9.9897e-01	4.5867e-01	2.6294e+00	3.6060e-01	48	1.3311e+02			1.0000e+00	0.0000e+00	0.0000e+00
METAP1	ENSG00000164024	ENST00000296411	true	true	2.8321e-04	7.1375e-01	1.7685e+00	5.2059e-01	28	5.3785e+01			9.9914e-01	0.0000e+00	0.0000e+00
METAP1D	ENSG00000172878	ENST00000315796	true	true	8.7279e-09	1.0327e+00	2.0251e-01	7.6521e-01	31	4.0512e+01			9.6020e-01	0.0000e+00	0.0000e+00
METAP2	ENSG00000111142	ENST00000323666	true	true	1.5763e-01	5.8762e-01	3.8069e+00	4.2074e-01	25	5.9420e+01			1.0000e+00	0.0000e+00	2.3710e-02
METRN	ENSG00000103260	ENST00000568223	true	true	1.6841e-06	1.4647e+00	-6.5481e-01	9.7649e-01	17	1.7409e+01			4.7668e-01	0.0000e+00	0.0000e+00
METRNL	ENSG00000176845	ENST00000320095	true	true	4.6296e-02	9.0010e-01	4.6625e-01	5.1581e-01	9	1.7448e+01			8.1243e-01	0.0000e+00	0.0000e+00
METTL1	ENSG00000037897	ENST00000324871	true	true	1.7780e-02	7.8975e-01	5.9883e-01	5.0517e-01	14	2.7713e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL11B		NM_001136107.2	true	true	2.7338e-07	1.2945e+00	3.6323e-01	8.9894e-01	21	2.3361e+01					
METTL13	ENSG00000010165	ENST00000361735	true	true	3.8712e-14	9.7247e-01	9.2414e-01	7.7185e-01	52	6.7370e+01			9.9952e-01	0.0000e+00	0.0000e+00
METTL14	ENSG00000145388	ENST00000388822	true	true	1.5640e-04	6.8851e-01	3.8466e+00	5.1259e-01	32	6.2429e+01			9.9708e-01	0.0000e+00	0.0000e+00
METTL15	ENSG00000169519	ENST00000407364	true	true	5.4263e-11	1.1813e+00	1.1534e+00	8.8727e-01	34	3.8320e+01			1.0000e+00	3.6282e-01	0.0000e+00
METTL16	ENSG00000127804	ENST00000263092	true	true	9.9276e-01	4.8161e-01	4.1766e+00	3.2822e-01	19	5.7888e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL17	ENSG00000165792	ENST00000339374	true	true	2.5832e-14	1.0463e+00	4.1431e-01	8.2467e-01	49	5.9418e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL18	ENSG00000171806	ENST00000310392	true	true	7.9835e-05	1.1798e+00	5.5774e-01	7.6621e-01	15	1.9577e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL21A	ENSG00000144401	ENST00000406927	false	true	1.4855e-08	1.5039e+00	-1.0859e-01	1.0532e+00	22	2.0888e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL21C	ENSG00000139780	ENST00000267273	true	true	1.1375e-06	1.1684e+00	7.4917e-02	8.1141e-01	21	2.5881e+01			9.9369e-01	0.0000e+00	0.0000e+00
METTL22	ENSG00000067365	ENST00000381920	true	true	1.0847e-18	1.3296e+00	-2.8075e+00	1.0529e+00	51	4.8437e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL23	ENSG00000181038	ENST00000341249	true	true	1.0318e-09	1.5912e+00	-1.5661e+00	1.1314e+00	24	2.1212e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL24	ENSG00000053328	ENST00000338882	true	true	1.5776e-09	1.2085e+00	5.7304e-01	8.8631e-01	29	3.2720e+01			7.7322e-01	0.0000e+00	0.0000e+00
METTL25	ENSG00000127720	ENST00000248306	true	true	7.1821e-20	1.1001e+00	-1.6037e+00	8.9345e-01	64	7.1633e+01			9.9834e-01	0.0000e+00	0.0000e+00
METTL25B	ENSG00000143303	ENST00000368216	true	true	8.3572e-11	1.0285e+00	1.1573e+00	7.8470e-01	38	4.8426e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL26	ENSG00000130731	ENST00000301686	true	true	3.3637e-11	1.5532e+00	-1.5969e+00	1.1329e+00	28	2.4716e+01			8.4314e-01	0.0000e+00	0.0000e+00
METTL27	ENSG00000165171	ENST00000297873	true	true	6.4346e-12	1.6131e+00	-3.9585e-01	1.1831e+00	29	2.4512e+01			9.9456e-01	0.0000e+00	0.0000e+00
METTL2A	ENSG00000087995	ENST00000311506	true	true	1.4690e-14	1.1688e+00	2.0070e+00	9.1166e-01	45	4.9361e+01			9.4885e-01	1.0000e+00	0.0000e+00
METTL2B	ENSG00000165055	ENST00000262432	true	true	6.9822e-05	7.5302e-01	2.9341e+00	5.4924e-01	28	5.0980e+01			1.0000e+00	1.0000e+00	0.0000e+00
METTL3	ENSG00000165819	ENST00000298717	true	true	1.8754e-09	8.4466e-01	4.5586e+00	6.5304e-01	42	6.4314e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL4	ENSG00000101574	ENST00000574538	true	true	1.2169e-10	9.6453e-01	4.3685e-01	7.4096e-01	40	5.3984e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL5	ENSG00000138382	ENST00000260953	true	true	1.1863e-10	1.4489e+00	5.0914e-01	1.0568e+00	28	2.6495e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL6	ENSG00000206562	ENST00000383790	true	true	4.2892e-07	1.1877e+00	4.9155e-01	8.3175e-01	22	2.6450e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL7A	ENSG00000185432	ENST00000332160	true	true	4.0124e-02	1.0674e+00	4.9048e-01	5.6827e-01	7	1.2318e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL7B	ENSG00000170439	ENST00000394252	true	true	1.8678e-02	1.2147e+00	-2.5413e-01	6.4672e-01	7	1.0824e+01			1.0000e+00	0.0000e+00	0.0000e+00
METTL8	ENSG00000123600	ENST00000375258	true	true	1.6633e-07	8.8205e-01	2.0388e-01	6.5668e-01	32	4.8730e+01			9.9672e-01	0.0000e+00	0.0000e+00
METTL9	ENSG00000197006	ENST00000358154	true	true	9.9361e-01	4.7101e-01	2.9950e+00	2.7768e-01	10	3.6013e+01			9.7065e-01	0.0000e+00	0.0000e+00
MEX3A	ENSG00000254726	ENST00000532414	true	true	9.9992e-01	3.0476e-01	2.8556e+00	1.3318e-01	4	3.0035e+01			8.8910e-01	0.0000e+00	7.6923e-02
MEX3B	ENSG00000183496	ENST00000329713	true	true	8.4099e-04	1.3960e+00	-5.6643e-01	8.2302e-01	10	1.2150e+01			9.9238e-01	0.0000e+00	0.0000e+00
MEX3C	ENSG00000176624	ENST00000406189	true	true	2.0484e-01	6.5106e-01	1.9363e+00	4.2282e-01	15	3.5476e+01			8.5888e-01	0.0000e+00	7.8907e-02
MEX3D	ENSG00000181588	ENST00000402693	true	true	6.9402e-02	1.4618e+00	-5.9017e-01	6.3881e-01	4	6.2617e+00			4.8336e-01	0.0000e+00	5.5300e-02
MFAP1	ENSG00000140259	ENST00000267812	true	true	9.9975e-01	4.2900e-01	3.6900e+00	2.8930e-01	18	6.2218e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFAP2	ENSG00000117122	ENST00000375535	true	true	1.1144e-06	1.0654e+00	7.3624e-01	7.5203e-01	23	3.0584e+01			8.1603e-01	1.8397e-01	0.0000e+00
MFAP3	ENSG00000037749	ENST00000522782	true	true	4.3669e-01	7.0444e-01	9.4234e-01	3.9042e-01	8	2.0491e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFAP3L	ENSG00000198948	ENST00000361618	true	true	9.5971e-01	5.2653e-01	2.1996e+00	2.5042e-01	5	1.9967e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFAP4	ENSG00000166482	ENST00000299610	true	true	1.1982e-04	8.9613e-01	1.4680e+00	6.1670e-01	20	3.2430e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFAP5	ENSG00000197614	ENST00000359478	true	true	1.2488e-04	9.2710e-01	3.2456e-01	6.3183e-01	19	3.0071e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFF	ENSG00000168958	ENST00000304593	true	true	9.5461e-01	5.2661e-01	4.1535e-01	3.2503e-01	12	3.6920e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFGE8	ENSG00000140545	ENST00000268150	true	true	5.8687e-10	1.0634e+00	1.2983e-01	7.9875e-01	34	4.2566e+01			9.7416e-01	0.0000e+00	0.0000e+00
MFHAS1	ENSG00000147324	ENST00000276282	true	true	2.1735e-12	8.9834e-01	-5.1980e+00	7.0974e-01	50	7.0449e+01		outlier_mis|outlier_syn	9.9747e-01	0.0000e+00	0.0000e+00
MFN1	ENSG00000171109	ENST00000471841	true	true	1.2669e-15	8.6488e-01	1.2596e+00	7.0354e-01	65	9.2391e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFN2	ENSG00000116688	ENST00000235329	true	true	5.9830e-05	6.3335e-01	3.1418e+00	4.9116e-01	43	8.7548e+01			9.9956e-01	0.0000e+00	0.0000e+00
MFNG	ENSG00000100060	ENST00000356998	true	true	2.0520e-06	9.8775e-01	8.4850e-01	7.0235e-01	24	3.4171e+01			9.9792e-01	0.0000e+00	0.0000e+00
MFRP	ENSG00000235718	ENST00000619721	true	true	2.2007e-28	1.3636e+00	-1.6043e+00	1.1238e+00	74	6.5850e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFSD1	ENSG00000118855	ENST00000415822	true	true	4.0262e-18	1.0927e+00	2.5371e-01	8.7973e-01	59	6.7066e+01			9.9785e-01	0.0000e+00	0.0000e+00
MFSD10	ENSG00000109736	ENST00000355443	true	true	4.6482e-20	1.4514e+00	-2.4399e+00	1.1493e+00	51	4.4374e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFSD11	ENSG00000092931	ENST00000685175	true	true	1.3351e-08	8.8845e-01	2.5491e-01	6.7277e-01	36	5.3510e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFSD12	ENSG00000161091	ENST00000355415	true	true	1.1901e-28	1.6048e+00	-4.0765e+00	1.3095e+00	67	5.1165e+01		outlier_mis	9.7639e-01	0.0000e+00	0.0000e+00
MFSD13A	ENSG00000138111	ENST00000238936	true	true	2.2708e-07	8.9206e-01	1.1237e+00	6.6098e-01	31	4.6900e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFSD14A	ENSG00000156875	ENST00000370152	true	true	2.4738e-06	7.5459e-01	3.4127e+00	5.6915e-01	35	6.1496e+01			9.8231e-01	0.0000e+00	0.0000e+00
MFSD14B	ENSG00000148110	ENST00000375344	true	true	1.6616e-06	7.6450e-01	2.2769e+00	5.7662e-01	35	6.0698e+01			9.2819e-01	2.6021e-01	0.0000e+00
MFSD14C		XM_024447700.1	false	false	2.9615e-02	1.0222e+00	1.2544e+00	5.6654e-01	8	1.4121e+01					
MFSD2A	ENSG00000168389	ENST00000372811	true	true	1.8454e-01	5.7533e-01	3.3626e+00	4.1720e-01	27	6.4718e+01			9.6226e-01	0.0000e+00	0.0000e+00
MFSD2B	ENSG00000205639	ENST00000338315	true	true	8.9306e-19	1.1984e+00	3.7291e-01	9.5927e-01	56	5.8378e+01			9.3651e-01	0.0000e+00	0.0000e+00
MFSD3	ENSG00000167700	ENST00000301327	true	true	4.3061e-16	1.7329e+00	-3.1785e+00	1.3172e+00	37	2.8089e+01			9.9110e-01	0.0000e+00	0.0000e+00
MFSD4A	ENSG00000174514	ENST00000367147	true	true	2.2996e-06	8.2933e-01	2.2315e+00	6.1144e-01	30	4.9064e+01			9.9676e-01	0.0000e+00	0.0000e+00
MFSD4B	ENSG00000173214	ENST00000671876	true	true	9.2283e-03	1.2170e+00	6.7785e-01	6.7451e-01	8	1.1861e+01			1.0000e+00	0.0000e+00	7.0785e-03
MFSD5	ENSG00000182544	ENST00000329548	true	true	2.3704e-05	1.0391e+00	1.0774e+00	7.0818e-01	19	2.6829e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFSD6	ENSG00000151690	ENST00000392328	true	true	1.1492e-02	6.4068e-01	3.2073e+00	4.6173e-01	26	5.6310e+01			9.9831e-01	0.0000e+00	0.0000e+00
MFSD6L	ENSG00000185156	ENST00000329805	true	true	1.0153e-04	2.4709e+00	-2.5884e-01	1.4160e+00	9	6.3560e+00			1.0000e+00	0.0000e+00	0.0000e+00
MFSD8	ENSG00000164073	ENST00000641686	true	true	5.4099e-16	1.0364e+00	1.3218e+00	8.2793e-01	55	6.6431e+01			1.0000e+00	0.0000e+00	0.0000e+00
MFSD9	ENSG00000135953	ENST00000258436	true	true	1.0906e-06	1.3161e+00	-6.2195e-01	8.9692e-01	19	2.1184e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGA	ENSG00000174197	ENST00000219905	true	true	1.0000e+00	1.9941e-01	1.6529e+00	1.5319e-01	40	2.6111e+02			1.0000e+00	0.0000e+00	0.0000e+00
MGAM	ENSG00000257335	ENST00000475668	true	true	4.5481e-58	7.8260e-01	2.5665e+00	7.0520e-01	253	3.5876e+02			9.9225e-01	6.5093e-01	0.0000e+00
MGAM2	ENSG00000257743	ENST00000477922	true	true	2.2113e-34	1.2061e+00	-1.0822e+01	1.0197e+00	98	9.6108e+01	low_exome_coverage	outlier_mis|outlier_syn	0.0000e+00	0.0000e+00	0.0000e+00
MGARP	ENSG00000137463	ENST00000398955	true	true	3.0028e-05	1.7673e+00	3.6498e-01	1.0908e+00	12	1.1002e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGAT1	ENSG00000131446	ENST00000307826	true	true	1.1900e-01	6.8984e-01	1.1754e+00	4.4127e-01	14	3.1727e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGAT2	ENSG00000168282	ENST00000305386	true	true	9.2531e-03	7.5547e-01	4.5066e-01	5.0366e-01	17	3.3753e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGAT3	ENSG00000128268	ENST00000341184	true	true	9.5972e-01	5.2711e-01	3.2666e+00	3.0206e-01	9	2.9795e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGAT4A	ENSG00000071073	ENST00000393487	true	true	1.5162e-02	5.9561e-01	2.5402e+00	4.4544e-01	33	7.4084e+01			9.7445e-01	0.0000e+00	0.0000e+00
MGAT4B	ENSG00000161013	ENST00000292591	true	true	3.0329e-05	6.7406e-01	7.7455e-01	5.1426e-01	38	7.3893e+01			9.4039e-01	0.0000e+00	0.0000e+00
MGAT4C	ENSG00000182050	ENST00000611864	true	true	1.8544e-02	6.9567e-01	1.2979e+00	4.7411e-01	19	4.0075e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGAT4D	ENSG00000205301	ENST00000511113	true	true	3.2342e-18	2.8431e+00	-6.7282e+00	2.1356e+00	34	1.5921e+01	low_exome_coverage	outlier_mis|outlier_syn	0.0000e+00	0.0000e+00	0.0000e+00
MGAT5	ENSG00000152127	ENST00000281923	true	true	9.9993e-01	4.3144e-01	3.0405e+00	3.1809e-01	30	9.4314e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGAT5B	ENSG00000167889	ENST00000569840	true	true	3.5813e-09	7.1225e-01	1.9850e+00	5.6778e-01	54	9.5108e+01			9.9958e-01	0.0000e+00	0.0000e+00
MGLL	ENSG00000074416	ENST00000265052	true	true	9.9495e-01	4.5164e-01	1.2070e+00	2.4045e-01	7	2.9112e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGME1	ENSG00000125871	ENST00000377710	true	true	1.3230e-05	9.5310e-01	3.1612e-01	6.6746e-01	22	3.2961e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGMT	ENSG00000170430	ENST00000651593	true	true	3.8442e-05	1.3743e+00	-3.6290e-01	8.7908e-01	14	1.5926e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGP	ENSG00000111341	ENST00000539261	true	true	6.4513e-05	1.4220e+00	2.0911e-01	8.9438e-01	13	1.4535e+01			8.9320e-01	0.0000e+00	0.0000e+00
MGRN1	ENSG00000102858	ENST00000262370	true	true	1.5290e-01	5.7155e-01	-3.0506e+00	4.1918e-01	29	6.9182e+01			9.9769e-01	0.0000e+00	0.0000e+00
MGST1	ENSG00000008394	ENST00000396210	true	true	7.7869e-02	1.1857e+00	1.6693e-01	5.6394e-01	5	8.8662e+00			1.0000e+00	0.0000e+00	0.0000e+00
MGST2	ENSG00000085871	ENST00000265498	true	true	2.9982e-02	9.4812e-01	5.1913e-01	5.4333e-01	9	1.6565e+01			1.0000e+00	0.0000e+00	0.0000e+00
MGST3	ENSG00000143198	ENST00000367889	true	true	1.3255e-04	1.3073e+00	1.1514e+00	8.2226e-01	13	1.5810e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIA	ENSG00000261857	ENST00000263369	true	true	8.5463e-07	1.4409e+00	4.6697e-01	9.7171e-01	18	1.8524e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIA-RAB4B	ENSG00000268975	ENST00000600729	false	true			4.4289e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
MIA2	ENSG00000150527	ENST00000640607	true	true	2.5483e-32	8.7708e-01	-6.9122e-01	7.5693e-01	127	1.6778e+02			9.7144e-01	0.0000e+00	0.0000e+00
MIA3	ENSG00000154305	ENST00000344922	true	true	2.8678e-07	5.5736e-01	1.3108e+00	4.6776e-01	90	1.9240e+02			9.9598e-01	0.0000e+00	0.0000e+00
MIB1	ENSG00000101752	ENST00000261537	true	true	1.0045e-147	2.4661e+00	3.5809e+00	2.2329e+00	278	1.2450e+02		outlier_lof	9.9867e-01	0.0000e+00	0.0000e+00
MIB2	ENSG00000197530	ENST00000355826	true	true	1.1578e-21	9.7450e-01	-1.3451e+00	8.0720e-01	78	9.6630e+01			9.8150e-01	0.0000e+00	0.0000e+00
MICA	ENSG00000204520	ENST00000449934	true	true	3.6339e-03	7.7753e-01	1.6111e+00	5.2434e-01	18	3.4329e+01			9.9598e-01	1.0000e+00	0.0000e+00
MICAL1	ENSG00000135596	ENST00000358807	true	true	4.4496e-23	8.5514e-01	1.0171e+00	7.2106e-01	95	1.3175e+02			9.9500e-01	0.0000e+00	0.0000e+00
MICAL2	ENSG00000133816	ENST00000683283	true	true	1.8756e-14	7.3119e-01	9.3877e-01	6.0492e-01	77	1.2729e+02			1.0000e+00	0.0000e+00	0.0000e+00
MICAL3	ENSG00000243156	ENST00000441493	true	true	1.0000e+00	3.6940e-01	2.2232e+00	2.9900e-01	62	2.0736e+02			9.9234e-01	0.0000e+00	1.7316e-02
MICALL1	ENSG00000100139	ENST00000215957	true	true	2.1935e-15	9.0231e-01	1.0802e+00	7.2907e-01	61	8.3669e+01			9.4284e-01	0.0000e+00	0.0000e+00
MICALL2	ENSG00000164877	ENST00000297508	true	true	5.2964e-45	1.4269e+00	-3.8816e+00	1.2188e+00	111	9.1077e+01		outlier_mis	9.9742e-01	0.0000e+00	0.0000e+00
MICB	ENSG00000204516	ENST00000252229	true	true	5.1509e-08	1.0849e+00	1.1070e+00	7.8672e-01	27	3.4320e+01			1.0000e+00	1.0000e+00	0.0000e+00
MICOS10	ENSG00000173436	ENST00000322753	true	true	4.6675e-01	7.8478e-01	-2.8214e-01	3.7324e-01	5	1.3396e+01			1.0000e+00	0.0000e+00	0.0000e+00
MICOS10-NBL1	ENSG00000270136	ENST00000602384	false	true			2.3381e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
MICOS13	ENSG00000174917	ENST00000309324	true	true	1.1164e-05	1.4368e+00	-3.0807e-01	9.3313e-01	15	1.6075e+01			1.0000e+00	0.0000e+00	0.0000e+00
MICU1	ENSG00000107745	ENST00000361114	true	true	1.0352e-12	1.0152e+00	1.4632e+00	7.9182e-01	45	5.6831e+01			9.9930e-01	0.0000e+00	0.0000e+00
MICU2	ENSG00000165487	ENST00000382374	true	true	1.9167e-23	1.3053e+00	-7.0228e-01	1.0601e+00	64	6.0374e+01			9.9232e-01	0.0000e+00	0.0000e+00
MICU3	ENSG00000155970	ENST00000318063	true	true	4.1128e-20	1.1514e+00	-1.8961e+00	9.3194e-01	62	6.6528e+01			7.1321e-01	0.0000e+00	0.0000e+00
MID1	ENSG00000101871	ENST00000317552	true	true	9.9998e-01	3.2563e-01	3.4557e+00	1.7336e-01	7	4.0378e+01			9.9950e-01	3.4483e-02	0.0000e+00
MID1IP1	ENSG00000165175	ENST00000614558	true	true	2.5935e-01	1.1432e+00	1.0631e+00	4.4230e-01	3	6.7827e+00			1.0000e+00	0.0000e+00	0.0000e+00
MID2	ENSG00000080561	ENST00000262843	true	true	9.9831e-01	4.4873e-01	2.5678e+00	2.8224e-01	13	4.6060e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIDEAS	ENSG00000156030	ENST00000423556	true	true	1.0000e+00	3.5144e-01	2.3034e+00	2.5328e-01	26	1.0265e+02			9.9879e-01	0.0000e+00	1.6379e-02
MIDN	ENSG00000167470	ENST00000682408	true	true	7.0970e-05	7.8260e-01	-1.2008e+00	5.6401e-01	26	4.6098e+01			7.7560e-01	0.0000e+00	0.0000e+00
MIEF1	ENSG00000100335	ENST00000325301	true	true	4.2681e-01	6.2277e-01	1.2621e+00	3.9836e-01	14	3.5144e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIEF2	ENSG00000177427	ENST00000323019	true	true	8.5309e-01	6.4281e-01	9.3778e-01	1.3550e-01	1	7.3799e+00			1.0000e+00	0.0000e+00	0.0000e+00
MIEN1	ENSG00000141741	ENST00000394231	true	true	3.9828e-04	1.2568e+00	-2.8892e-01	7.7569e-01	12	1.5470e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIER1	ENSG00000198160	ENST00000401041	true	true	6.4640e-06	6.8772e-01	1.7374e+00	5.2831e-01	40	7.5713e+01			9.5162e-01	0.0000e+00	3.3038e-02
MIER2	ENSG00000105556	ENST00000264819	true	true	2.3443e-02	6.0195e-01	6.7305e-01	4.4380e-01	30	6.7598e+01			9.9450e-01	0.0000e+00	0.0000e+00
MIER3	ENSG00000155545	ENST00000381199	true	true	1.0000e+00	2.4853e-01	2.5475e+00	1.4242e-01	9	6.3193e+01			9.9455e-01	0.0000e+00	0.0000e+00
MIF	ENSG00000240972	ENST00000215754	true	true	1.1971e-07	2.1571e+00	-2.1121e+00	1.4202e+00	16	1.1266e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIF4GD	ENSG00000125457	ENST00000325102	true	true	4.8932e-07	1.1771e+00	4.4938e-01	8.2434e-01	22	2.6688e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIGA1	ENSG00000180488	ENST00000370791	true	true	3.8468e-14	8.7994e-01	-3.0155e-02	7.0710e-01	58	8.2025e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIGA2	ENSG00000148343	ENST00000684074	true	true	4.7630e-05	6.8032e-01	1.9405e+00	5.1517e-01	36	6.9880e+01			9.8033e-01	0.0000e+00	0.0000e+00
MIIP	ENSG00000116691	ENST00000235332	true	true	2.9599e-15	1.2618e+00	2.9652e-01	9.8136e-01	44	4.4836e+01			1.0000e+00	0.0000e+00	0.0000e+00
MILR1	ENSG00000271605	ENST00000619286	true	true	2.7643e-15	2.2623e+00	-3.3850e+00	1.6763e+00	31	1.8494e+01			2.5850e-01	0.0000e+00	0.0000e+00
MINAR1	ENSG00000169330	ENST00000305428	true	true	3.1878e-08	8.0021e-01	2.5229e-01	6.1472e-01	40	6.5070e+01			1.0000e+00	0.0000e+00	0.0000e+00
MINAR2	ENSG00000186367	ENST00000564719	true	true	2.2395e-09	1.8809e+00	-8.2110e-01	1.3062e+00	21	1.6077e+01			6.8947e-01	0.0000e+00	0.0000e+00
MINDY1	ENSG00000143409	ENST00000683666	true	true	2.0664e-16	1.1803e+00	1.6771e+00	9.3249e-01	50	5.3620e+01			1.0000e+00	0.0000e+00	0.0000e+00
MINDY2	ENSG00000128923	ENST00000559228	true	true	5.9626e-14	9.6043e-01	-1.6509e+00	7.6229e-01	52	6.8215e+01			1.0000e+00	0.0000e+00	1.7713e-02
MINDY3	ENSG00000148481	ENST00000277632	true	true	2.8768e-06	7.2006e-01	-5.5951e-02	5.4935e-01	38	6.9173e+01			1.0000e+00	0.0000e+00	0.0000e+00
MINDY4	ENSG00000106125	ENST00000265299	true	true	2.0646e-18	9.5668e-01	1.2909e-01	7.8183e-01	68	8.6976e+01			1.0000e+00	0.0000e+00	0.0000e+00
MINDY4B	ENSG00000214237	ENST00000465419	true	true	8.1042e-12	2.0878e+00	-5.2141e+00	1.4949e+00	25	1.6724e+01	low_exome_coverage	outlier_mis|outlier_syn	0.0000e+00	0.0000e+00	0.0000e+00
MINK1	ENSG00000141503	ENST00000355280	true	true	1.0000e+00	3.2963e-01	4.4938e+00	2.5780e-01	46	1.7843e+02			9.9950e-01	0.0000e+00	2.1271e-02
MINPP1	ENSG00000107789	ENST00000371996	true	true	6.1937e-06	8.3211e-01	1.2095e-01	6.0692e-01	28	4.6134e+01			9.6441e-01	0.0000e+00	0.0000e+00
MIOS	ENSG00000164654	ENST00000340080	true	true	1.0107e-07	6.7623e-01	6.2856e-01	5.3672e-01	52	9.6884e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIOX	ENSG00000100253	ENST00000216075	true	true	1.2977e-20	1.5065e+00	-2.9965e-01	1.1930e+00	51	4.2749e+01			9.9064e-01	0.0000e+00	0.0000e+00
MIP	ENSG00000135517	ENST00000652304	true	true	9.0584e-04	1.0037e+00	1.7158e+00	6.4203e-01	14	2.1806e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIPEP	ENSG00000027001	ENST00000382172	true	true	9.0732e-24	1.0550e+00	-4.8774e-01	8.7496e-01	79	9.0290e+01			9.1304e-01	2.1131e-01	0.0000e+00
MIPOL1	ENSG00000151338	ENST00000684589	true	true	1.2467e-18	1.1662e+00	-7.4317e-01	9.3533e-01	57	6.0941e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIS12	ENSG00000167842	ENST00000611091	true	true	1.9582e-04	1.2513e+00	1.1165e+00	7.8701e-01	13	1.6518e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIS18A	ENSG00000159055	ENST00000290130	true	true	4.5140e-03	8.7672e-01	-3.0652e-02	5.6081e-01	14	2.4964e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIS18BP1	ENSG00000129534	ENST00000310806	true	true	3.3085e-14	7.5429e-01	-7.0614e-01	6.1997e-01	72	1.1613e+02			9.5671e-01	0.0000e+00	7.0671e-03
MISP	ENSG00000099812	ENST00000215582	true	true	2.1429e-18	1.3055e+00	-2.0765e+00	1.0338e+00	51	4.9332e+01			1.0000e+00	0.0000e+00	0.0000e+00
MISP3	ENSG00000141854	ENST00000587086	true	true	5.6857e-05	2.8727e+00	-3.1581e+00	1.6462e+00	9	5.4670e+00	low_exome_coverage		0.0000e+00	0.0000e+00	0.0000e+00
